"pmid","journalTitle","citedByCount"
"25253489","Mol Cell Proteomics",59
"23813976","Hum Mol Genet",59
"22586089","Proc Natl Acad Sci U S A",59
"24460952","Malar J",59
"21900204","Sci Signal",59
"23443006","mBio",59
"24585881","Eukaryot Cell",59
"20924352","Mol Syst Biol",59
"20199690","BMC Genomics",59
"19523219","Genome Biol",59
"30664679","Nat Protoc",58
"27198219","Nucleic Acids Res",58
"24340000","PLoS One",58
"26829557","PLoS Pathog",58
"29020004","Nat Biotechnol",58
"17127678","Bioinformatics",58
"22751931","Mol Cell Biol",58
"23641933","BMC Infect Dis",58
"22448154","Metabolomics",58
"22258240","J Virol",58
"23985744","ISME J",58
"25849373","Nat Commun",58
"20643938","Proc Natl Acad Sci U S A",58
"18599074","J Mol Biol",58
"24722188","Nat Commun",58
"24492837","Nat Rev Clin Oncol",58
"23172892","Mol Cell Proteomics",58
"23027611","EMBO Mol Med",58
"22251412","BMC Genomics",58
"16677396","Genome Biol",58
"25522143","PLoS Genet",57
"27670643","Sci Rep",57
"18319725","Mol Syst Biol",57
"22039529","PLoS One",57
"21423366","Front Physiol",57
"17916232","Genome Biol",57
"18463300","Genome Res",57
"25484259","Epigenetics",57
"19997482","PLoS Comput Biol",57
"26002865","Circ Res",57
"27582050","Genome Biol",57
"24126142","Mol Cell Proteomics",57
"18215275","Genome Biol",57
"17166053","PLoS Comput Biol",57
"19531237","Genome Biol",57
"19487731","Microbiol Mol Biol Rev",57
"23475210","Sci Rep",56
"22823888","BMC Genomics",56
"24368732","Elife",56
"24009617","Front Plant Sci",56
"20056001","BMC Syst Biol",56
"26492393","PLoS One",56
"17472752","Genome Biol",56
"26856880","Sci Rep",56
"25258407","Am J Physiol Gastrointest Liver Physiol",56
"22418623","ISME J",56
"21926415","Hum Mol Genet",56
"26565909","Cell Rep",56
"26170900","Genome Med",56
"23936168","PLoS One",56
"16464826","Nucleic Acids Res",56
"24284429","Mar Drugs",56
"22416277","Sci Signal",56
"22428014","PLoS One",56
"22074569","BMC Syst Biol",56
"25309732","F1000Res",55
"27091990","Proc Natl Acad Sci U S A",55
"27881304","Cell",55
"25468996","Sci Signal",55
"22990118","Sci Signal",55
"27450202","Environ Microbiol",55
"21976737","Nucleic Acids Res",55
"21602510","Mol Cell Proteomics",55
"22319554","PLoS One",55
"23935449","PLoS Biol",55
"29883606","Mol Cell",55
"27350246","Nature",55
"24865846","PLoS Biol",55
"26304537","Nucleic Acids Res",55
"23248761","J Pathol Inform",55
"22821565","Nucleic Acids Res",55
"20407433","Am J Gastroenterol",55
"22114356","Mol Biol Evol",55
"25865308","Chem Biol",54
"24240319","Nat Methods",54
"21605434","BMC Bioinformatics",54
"28514657","Cell Rep",54
"22651224","New Phytol",54
"19040716","BioData Min",54
"24919575","Clin Cancer Res",54
"28502771","Cell",54
"17101041","BMC Bioinformatics",54
"20043823","BMC Bioinformatics",54
"20419098","PLoS One",54
"21926103","Brain",54
"27105492","Oncotarget",54
"27067600","Mol Cell",54
"22156375","Nucleic Acids Res",54
"28283057","Cell",54
"21109539","Nucleic Acids Res",54
"25616068","Mol Cell",54
"25456139","Cell Rep",54
"20626915","BMC Bioinformatics",54
"22753482","Proc Natl Acad Sci U S A",54
"26402457","Elife",54
"21676879","J Biol Chem",54
"24001316","BMC Genomics",54
"23435885","Appl Environ Microbiol",54
"22626554","FEBS Lett",54
"21606596","J Clin Invest",54
"18053250","Genome Biol",54
"20445003","Mol Cell Proteomics",54
"21875946","J Cell Biol",54
"29058716","Nat Genet",54
"32228226","Emerg Microbes Infect",53
"27941860","Nat Microbiol",53
"22479206","PLoS Genet",53
"22067460","Sci Signal",53
"20052679","Protein Sci",53
"18769717","PLoS Comput Biol",53
"21609476","BMC Genomics",53
"24163104","Nucleic Acids Res",53
"20712863","BMC Syst Biol",53
"26876023","Nat Commun",53
"26749441","Cell Host Microbe",53
"26400174","Nucleic Acids Res",53
"20959821","Mol Syst Biol",53
"23447050","Nat Prod Rep",53
"19893621","PLoS Comput Biol",53
"22849396","BMC Genomics",53
"27139883","Genome Biol",53
"24121838","Nat Immunol",53
"21092231","Malar J",53
"23431030","Genes Dev",53
"22558529","ACS Synth Biol",53
"23759218","Genome Biol",53
"28765474","Gut",52
"23595664","Bioinformatics",52
"24941112","PLoS One",52
"23203868","Nucleic Acids Res",52
"25684390","Cancer Med",52
"26858419","Proc Natl Acad Sci U S A",52
"28100833","Sci Transl Med",52
"21575196","BMC Bioinformatics",52
"18479511","BMC Genomics",52
"22531030","Genome Biol",52
"19029538","Genome Res",52
"24912738","BMC Genomics",52
"22548828","Genome Med",52
"27818083","Cell Syst",52
"18509523","PLoS One",52
"27577169","Nat Commun",52
"25324143","Clin Cancer Res",52
"20943967","J Virol",52
"18184438","Genome Biol",52
"23226462","PLoS One",52
"20428315","Database (Oxford)",52
"22966941","BMC Bioinformatics",52
"24531546","J Clin Invest",52
"24030594","ISME J",52
"26545090","PLoS Genet",52
"22675433","PLoS One",52
"22621308","BMC Bioinformatics",52
"22071506","FASEB J",52
"19948043","BMC Genomics",52
"21493660","Bioinformatics",51
"26725202","Curr Biol",51
"24217916","Nucleic Acids Res",51
"26768848","Proc Natl Acad Sci U S A",51
"28270605","Proc Natl Acad Sci U S A",51
"18460544","Nucleic Acids Res",51
"22174317","Mol Cell Proteomics",51
"23103170","Cell Rep",51
"20511363","Bioinformatics",51
"22102822","PLoS Genet",51
"28541302","Nat Commun",51
"22028469","Sci Signal",51
"22096564","PLoS One",51
"23970545","RNA",51
"27701147","J Clin Invest",51
"19888214","Mol Syst Biol",51
"19099609","BMC Bioinformatics",51
"23966112","Bioinformatics",51
"23864126","ISME J",51
"23401504","Proc Natl Acad Sci U S A",51
"24256338","BMC Plant Biol",51
"26480475","Nat Methods",51
"20070902","BMC Bioinformatics",51
"25549968","Mol Syst Biol",51
"25275790","Nat Protoc",50
"27647437","Mol Cancer",50
"27453043","Mol Cell",50
"26578568","Nucleic Acids Res",50
"26297486","Genome Res",50
"27419373","Oncotarget",50
"19880385","Nucleic Acids Res",50
"20094647","Mol Biosyst",50
"25502755","Nat Commun",50
"17941702","PLoS Comput Biol",50
"20833976","Blood",50
"25566309","Front Plant Sci",50
"20299454","J Biol Chem",50
"22784572","BMC Syst Biol",50
"22558445","PLoS One",50
"25025832","Nat Commun",50
"29275860","Cell",50
"22892715","Transl Psychiatry",50
"17257420","BMC Genomics",50
"23230504","Sci Rep",50
"27984724","Cell",50
"21572441","Nat Biotechnol",50
"22438559","J Virol",50
"18782426","J Transl Med",50
"21751369","Proteomics",50
"21429189","Genome Med",50
"24424412","Elife",50
"23144617","PLoS Pathog",50
"25392406","Nucleic Acids Res",49
"26577401","Mol Syst Biol",49
"27259999","Oncotarget",49
"23363777","Genome Med",49
"22718784","Bioinformatics",49
"27935834","mBio",49
"26417021","J Exp Bot",49
"26683098","Oncotarget",49
"27903906","Nucleic Acids Res",49
"23921681","Int J Mol Sci",49
"23892182","Drug Discov Today",49
"22647208","BMC Syst Biol",49
"24202177","J Biol Chem",49
"19188191","Bioinformatics",49
"28043870","J Allergy Clin Immunol",49
"27528682","Proc Natl Acad Sci U S A",49
"23401375","Stem Cells",49
"20483918","Nucleic Acids Res",49
"25909219","Oncotarget",49
"25805136","Dev Cell",49
"25679764","Cell",49
"25402435","Oncotarget",49
"23486251","ISME J",49
"20507583","BMC Syst Biol",49
"27150427","Nat Commun",49
"15998451","Genome Biol",49
"25036638","Cell",49
"22347458","PLoS One",49
"26876179","Cell Rep",49
"24980080","Genome Biol",49
"23364938","J Exp Bot",49
"27526204","Nat Neurosci",49
"20824076","PLoS Genet",49
"25779349","Elife",49
"27275383","Cancer Metab",48
"29362496","Sci Rep",48
"26374070","Nat Commun",48
"21118483","BMC Syst Biol",48
"24752083","AIDS",48
"23443684","Sci Signal",48
"24597571","Mol Cancer",48
"20013378","Methods Mol Biol",48
"24644270","J Am Med Inform Assoc",48
"23203879","Nucleic Acids Res",48
"24063517","Genome Biol",48
"26681426","Mol Syst Biol",48
"16845051","Nucleic Acids Res",48
"22969158","Sci Signal",48
"24763225","PLoS One",48
"24447437","Emerg Infect Dis",48
"20727158","BMC Syst Biol",48
"25089627","PLoS One",48
"25267402","Plant J",48
"21890634","J Biol Chem",48
"22956783","J Lipid Res",48
"26805030","Nat Commun",48
"24383959","BMC Genomics",48
"24352427","Genes Dev",48
"24335353","Mol Cell Proteomics",48
"20459830","BMC Genomics",48
"29489750","Nature",48
"18757046","Biochim Biophys Acta",48
"27041221","Nat Commun",48
"22926560","Cancer Res",48
"27798627","Nat Genet",48
"22458338","Retrovirology",48
"20838594","PLoS Genet",48
"20459780","BMC Genomics",48
"23875761","BMC Syst Biol",47
"24906019","Am J Hum Genet",47
"22385417","J Proteome Res",47
"24349033","PLoS One",47
"18024474","Bioinformatics",47
"24113281","Mol Cell Proteomics",47
"25080494","Mol Syst Biol",47
"28604704","Nat Med",47
"21081562","Nucleic Acids Res",47
"25980440","Oncotarget",47
"27686526","Nat Commun",47
"21390203","PLoS One",47
"20538624","Genome Res",47
"23234799","J Proteomics",47
"23658846","PLoS Negl Trop Dis",47
"23497222","BMC Med",47
"20142100","Cell Metab",47
"22768087","PLoS One",47
"22389704","PLoS One",47
"19104147","J Clin Invest",47
"22074951","Mol Endocrinol",47
"21911577","Mol Cell Proteomics",47
"18586722","Bioinformatics",47
"21092924","Am J Hum Genet",47
"17224916","Mol Syst Biol",47
"21592964","J Biol Chem",47
"27581154","Med Oncol",46
"26247588","PLoS One",46
"22782548","Bioinformatics",46
"27750081","Redox Biol",46
"23326450","PLoS One",46
"26491539","Mol Autism",46
"26151645","ISME J",46
"22163302","PLoS One",46
"30388453","Cell",46
"25355510","Nucleic Acids Res",46
"26183376","Nat Commun",46
"23275495","Genome Res",46
"19134193","BMC Genomics",46
"24183451","Am J Hum Genet",46
"23472090","PLoS One",46
"23544010","PLoS Pathog",46
"22962679","J Exp Bot",46
"27307491","EMBO J",46
"25167074","PLoS One",46
"24798342","Oncotarget",46
"24225185","BMC Genomics",46
"24122488","J Dent Res",46
"28678782","Nature",46
"17014716","Retrovirology",46
"19116209","Mol Cell Proteomics",46
"24586182","PLoS Genet",46
"24366813","Mol Syst Biol",46
"18617988","PLoS Comput Biol",46
"23322905","Sci Signal",46
"22511924","PLoS One",46
"22412390","PLoS Genet",46
"21536587","Hum Mol Genet",46
"21045806","EMBO J",46
"20461074","Mol Syst Biol",46
"23365422","J Virol",46
"21949350","Hum Mol Genet",46
"30931480","Nucleic Acids Res",45
"28973437","Nucleic Acids Res",45
"28085486","Am J Respir Crit Care Med",45
"22287994","Mol Inform",45
"28977646","Nucleic Acids Res",45
"24830558","Int J Mol Sci",45
"24632820","PLoS One",45
"25120092","Nat Commun",45
"26998692","Nat Genet",45
"23022100","Am J Hum Genet",45
"22871178","BMC Syst Biol",45
"24895436","Nucleic Acids Res",45
"22548703","BMC Syst Biol",45
"27029818","Sci Rep",45
"24570678","Front Plant Sci",45
"24096148","Cancer Epidemiol Biomarkers Prev",45
"23774759","Mol Syst Biol",45
"27893460","J Clin Invest",45
"29899446","Nature",45
"23409050","PLoS One",45
"23229095","RNA Biol",45
"23922675","PLoS One",45
"22611043","Proteomics",45
"29211711","Nature",45
"22050602","Stem Cells Dev",45
"26302406","Nat Cell Biol",45
"26220550","BMC Genomics",45
"29973717","Nature",45
"25474254","PLoS Comput Biol",45
"19854678","Trends Parasitol",45
"28027290","PLoS Biol",45
"23831759","Nat Chem Biol",45
"22438817","PLoS Genet",45
"21909251","PLoS Comput Biol",45
"18628749","Mol Syst Biol",45
"23717260","Front Mol Neurosci",45
"23271975","PLoS Genet",45
"20459597","Genome Biol",45
"26968890","Gene",44
"25233198","PLoS Pathog",44
"25605462","Mol Cell Proteomics",44
"23300383","PLoS Biol",44
"26149623","J Nat Prod",44
"21566124","J Biol Chem",44
"27001212","BMC Plant Biol",44
"21988834","Mol Syst Biol",44
"24489661","PLoS One",44
"20053712","Plant Physiol",44
"24676134","PLoS One",44
"24289468","J Chem Inf Model",44
"20723615","J Biomed Inform",44
"17169983","Nucleic Acids Res",44
"19835603","BMC Cancer",44
"25995836","Microbiome",44
"23564937","Mol Cell Proteomics",44
"26038114","Mol Syst Biol",44
"18601736","BMC Syst Biol",44
"25515234","BMC Microbiol",44
"26339475","F1000Res",44
"18524799","Nucleic Acids Res",44
"28632131","Elife",44
"30053426","Cell",44
"25905018","Microbiome",44
"21360678","Proteomics",44
"24422852","BMC Genomics",44
"19542224","J Biol Chem",44
"24024969","BMC Genomics",44
"19015022","Genomics",44
"20003307","BMC Genomics",44
"17519034","BMC Genomics",44
"23837656","BMC Bioinformatics",43
"24925724","J Am Soc Nephrol",43
"25847005","Bioinformatics",43
"25378329","Nucleic Acids Res",43
"29221731","Immunity",43
"22442671","PLoS One",43
"21576238","Nucleic Acids Res",43
"25063768","Aging (Albany NY)",43
"26173148","PLoS One",43
"23516516","PLoS One",43
"21994455","J Virol",43
"21617178","Diabetes",43
"24129704","J Exp Bot",43
"24025639","Kidney Int",43
"23874428","PLoS One",43
"25278552","J Cell Sci",43
"27515742","Bioinformatics",43
"21931718","PLoS One",43
"23155476","PLoS One",43
"17644818","Bioinformatics",43
"19789528","Nat Methods",43
"26602695","Nucleic Acids Res",43
"22666345","PLoS One",43
"28838319","Genome Biol",43
"25314013","PLoS One",43
"26870025","Front Microbiol",43
"21888876","J Hepatol",43
"26099468","Sci Rep",43
"20974852","J Biol Chem",43
"25904599","Circ Res",43
"23554906","PLoS One",43
"23230279","Mol Cell Proteomics",43
"25450227","Mol Psychiatry",43
"22096228","Nucleic Acids Res",43
"24850871","Mol Cell Proteomics",43
"18978022","Nucleic Acids Res",43
"26416600","J Cell Mol Med",43
"18725293","Curr Opin Biotechnol",43
"21187012","Genome Biol",43
"25873920","Front Plant Sci",43
"25609649","Mol Syst Biol",43
"25129144","Nat Genet",43
"22253786","PLoS One",43
"27082250","PLoS Genet",43
"21552535","PLoS One",43
"17551510","Mol Syst Biol",43
"23166677","PLoS One",43
"19779549","PLoS Comput Biol",43
"22363552","PLoS One",43
"19105810","BMC Microbiol",43
"21525872","Mol Syst Biol",43
"19426233","Immunol Rev",43
"29136216","Nucleic Acids Res",42
"27049771","PLoS Comput Biol",42
"25573988","Blood",42
"25713200","Diabetes",42
"28130547","Proc Natl Acad Sci U S A",42
"26150313","Sci Rep",42
"23783762","Sci Rep",42
"23300721","PLoS One",42
"22815915","PLoS One",42
"27036035","Oncotarget",42
"25788621","Bioinformatics",42
"25380655","Genome Biol",42
"19416532","BMC Syst Biol",42
"19298676","BMC Genomics",42
"24875834","PLoS Genet",42
"28420964","Front Mol Neurosci",42
"26449881","Sci Rep",42
"23676666","Mol Biol Cell",42
"23405259","PLoS One",42
"25389421","Front Microbiol",42
"25188512","Cell Death Dis",42
"25262759","Genome Biol",42
"22025610","J Biol Chem",42
"22011616","BMC Syst Biol",42
"26523971","Nat Med",42
"21725022","J Bacteriol",42
"24096427","Appl Environ Microbiol",42
"24319662","Stem Cell Reports",42
"19236156","Expert Opin Ther Targets",42
"24015273","PLoS One",42
"19633020","Plant Cell Physiol",42
"25480864","Mult Scler",42
"25344724","Nat Immunol",42
"18442992","Nucleic Acids Res",42
"22347394","PLoS One",42
"21980275","PLoS Comput Biol",42
"26694027","PLoS Genet",42
"22496232","J Virol",42
"27080087","Wiley Interdiscip Rev Syst Biol Med",42
"21909252","PLoS Comput Biol",42
"30388454","Cell",41
"24759737","PLoS One",41
"25925574","Nucleic Acids Res",41
"28922346","Nat Biotechnol",41
"20122237","BMC Bioinformatics",41
"22704053","BMC Med Genomics",41
"23549102","Sci Rep",41
"25225064","Clin Cancer Res",41
"22139938","Nucleic Acids Res",41
"22787274","Mol Cell Proteomics",41
"21097778","Nucleic Acids Res",41
"26048392","BMC Plant Biol",41
"22164228","PLoS One",41
"24466298","PLoS One",41
"20202218","BMC Bioinformatics",41
"24327339","mBio",41
"23341782","PLoS Genet",41
"25741385","J Cheminform",41
"21829537","PLoS One",41
"25225332","Mol Cell Biol",41
"24321545","BMC Syst Biol",41
"26451160","Immun Ageing",41
"24009496","PLoS Comput Biol",41
"28067867","Nat Commun",41
"25950484","Cell Death Dis",41
"24047514","Anal Chem",41
"25575311","ISME J",41
"19132682","Proteomics",41
"22689821","Infect Immun",41
"19538722","Genome Biol",41
"24497510","Proc Natl Acad Sci U S A",41
"21041368","Development",41
"25270331","BMC Genomics",41
"17112386","BMC Bioinformatics",41
"22502949","Chem Res Toxicol",41
"22589737","PLoS Genet",41
"23250431","Nat Commun",41
"28756777","BMC Biol",41
"17785531","Genome Res",41
"19671526","Nucleic Acids Res",41
"22334693","J Biol Chem",41
"25505270","J Biol Chem",41
"22448651","BMC Genomics",41
"30450911","J Proteome Res",40
"29440731","Sci Rep",40
"26487783","Development",40
"24270789","Nucleic Acids Res",40
"27133131","Cell Metab",40
"24098824","PLoS Negl Trop Dis",40
"27087310","Database (Oxford)",40
"26022256","J Exp Bot",40
"23300433","PLoS Comput Biol",40
"21915301","PLoS One",40
"26192618","Oncogenesis",40
"25734423","PLoS One",40
"23671334","Nucleic Acids Res",40
"27333808","Genome Biol",40
"28854977","Mol Cancer",40
"25477505","J Biol Chem",40
"27619687","J Cell Commun Signal",40
"24756107","PLoS Biol",40
"19794913","PLoS One",40
"22534643","J Lipid Res",40
"21436881","PLoS One",40
"19374773","Genome Biol",40
"22701684","PLoS One",40
"26690673","Nat Commun",40
"15287976","Genome Biol",40
"21490001","J R Soc Interface",40
"25800553","Structure",40
"19264558","DNA Repair (Amst)",40
"25172853","Appl Environ Microbiol",40
"20377450","J Comput Biol",40
"27073098","mBio",40
"20078850","BMC Genomics",40
"26747277","Breast Cancer Res",40
"26236936","Nat Chem Biol",40
"20819233","BMC Bioinformatics",40
"25985234","Nat Immunol",40
"25792609","Genome Res",40
"25722444","Circ Res",40
"20648230","J Comput Sci Technol",40
"27418159","Nat Rev Genet",40
"24102503","Evolution",40
"23691109","PLoS One",40
"23232717","mBio",40
"22412020","J Cell Biol",40
"19900591","Ageing Res Rev",40
"21622897","Mol Cell Proteomics",40
"21649900","BMC Med Genomics",40
"27001084","BMC Ecol",39
"27095789","Blood",39
"23180784","Nucleic Acids Res",39
"25099603","BMC Genomics",39
"23778453","RNA Biol",39
"24418523","J Proteomics",39
"22058132","Nucleic Acids Res",39
"24122152","Hum Genet",39
"26190572","Structure",39
"24838565","Nucleic Acids Res",39
"20686512","ISME J",39
"23762149","Evid Based Complement Alternat Med",39
"24817581","PLoS One",39
"24881052","Mol Biol Evol",39
"20334628","Autom Exp",39
"17138585","Bioinformatics",39
"23872705","Blood Cancer J",39
"23383998","J Comput Biol",39
"23651994","Nat Commun",39
"18303833","J Proteome Res",39
"30449713","Cell Stem Cell",39
"23869221","PLoS One",39
"25686838","Oncotarget",39
"23340506","Transl Psychiatry",39
